x,y,z
-28.329164505004883,-0.949999988079071,8.350000381469727
-28.33329200744629,-0.949999988079071,8.449999809265137
-28.33329200744629,-0.949999988079071,8.550000190734863
-28.33329200744629,-0.949999988079071,8.65000057220459
-28.33329200744629,-0.949999988079071,8.75
-28.325037002563477,-0.8500000238418579,8.283242225646973
-28.35832977294922,-0.8500000238418579,8.350000381469727
-28.3665828704834,-0.8500000238418579,8.449999809265137
-28.3665828704834,-0.8500000238418579,8.550000190734863
-28.3665828704834,-0.8500000238418579,8.65000057220459
-28.3665828704834,-0.8500000238418579,8.75
-28.25,-1.0000001192092896,8.300000190734863
-28.25,-1.0000001192092896,8.350000381469727
-28.25,-1.0000001192092896,8.449999809265137
-28.25,-1.0000001192092896,8.550000190734863
-28.25,-1.0000001192092896,8.65000057220459
-28.25,-1.0000001192092896,8.75
-28.25,-0.949999988079071,8.283242225646973
-28.25,-0.8500000238418579,8.266485214233398
-28.149999618530273,-1.0000001192092896,8.300000190734863
-28.149999618530273,-1.0000001192092896,8.350000381469727
-28.149999618530273,-1.0000001192092896,8.449999809265137
-28.149999618530273,-1.0000001192092896,8.550000190734863
-28.149999618530273,-1.0000001192092896,8.65000057220459
-28.149999618530273,-1.0000001192092896,8.75
-28.149999618530273,-0.949999988079071,8.283242225646973
-28.149999618530273,-0.8500000238418579,8.266485214233398
-28.05000114440918,-1.0000001192092896,8.300000190734863
-28.05000114440918,-1.0000001192092896,8.350000381469727
-28.05000114440918,-1.0000001192092896,8.449999809265137
-28.05000114440918,-1.0000001192092896,8.550000190734863
-28.05000114440918,-1.0000001192092896,8.65000057220459
-28.05000114440918,-1.0000001192092896,8.75
-28.05000114440918,-0.949999988079071,8.283242225646973
-28.05000114440918,-0.8500000238418579,8.266485214233398
-28.30000114440918,-1.0000001192092896,8.850000381469727
-28.30000114440918,-1.0000001192092896,8.949999809265137
-28.30000114440918,-1.0000001192092896,9.050000190734863
-28.30000114440918,-1.0000001192092896,9.15000057220459
-28.33329200744629,-0.949999988079071,8.850000381469727
-28.33329200744629,-0.949999988079071,8.949999809265137
-28.33329200744629,-0.949999988079071,9.050000190734863
-28.33329200744629,-0.949999988079071,9.15000057220459
-28.3665828704834,-0.8500000238418579,8.850000381469727
-28.3665828704834,-0.8500000238418579,8.949999809265137
-28.3665828704834,-0.8500000238418579,9.050000190734863
-28.3665828704834,-0.8500000238418579,9.15000057220459
-28.25,-1.0000001192092896,8.850000381469727
-28.25,-1.0000001192092896,8.949999809265137
-28.25,-1.0000001192092896,9.050000190734863
-28.25,-1.0000001192092896,9.15000057220459
-28.149999618530273,-1.0000001192092896,8.850000381469727
-28.149999618530273,-1.0000001192092896,8.949999809265137
-28.149999618530273,-1.0000001192092896,9.050000190734863
-28.149999618530273,-1.0000001192092896,9.15000057220459
-28.05000114440918,-1.0000001192092896,8.850000381469727
-28.05000114440918,-1.0000001192092896,8.949999809265137
-28.05000114440918,-1.0000001192092896,9.050000190734863
-28.05000114440918,-1.0000001192092896,9.15000057220459
-28.325037002563477,-0.75,8.283242225646973
-28.35832977294922,-0.75,8.350000381469727
-28.3665828704834,-0.75,8.449999809265137
-28.3665828704834,-0.75,8.550000190734863
-28.3665828704834,-0.75,8.65000057220459
-28.3665828704834,-0.75,8.75
-28.325037002563477,-0.6500000357627869,8.283242225646973
-28.35832977294922,-0.6500000357627869,8.350000381469727
-28.3665828704834,-0.6500000357627869,8.449999809265137
-28.3665828704834,-0.6500000357627869,8.550000190734863
-28.3665828704834,-0.6500000357627869,8.65000057220459
-28.3665828704834,-0.6500000357627869,8.75
-28.325037002563477,-0.550000011920929,8.283242225646973
-28.35832977294922,-0.550000011920929,8.350000381469727
-28.3665828704834,-0.550000011920929,8.449999809265137
-28.3665828704834,-0.550000011920929,8.550000190734863
-28.3665828704834,-0.550000011920929,8.65000057220459
-28.3665828704834,-0.550000011920929,8.75
-28.325037002563477,-0.45000001788139343,8.283242225646973
-28.35832977294922,-0.45000001788139343,8.350000381469727
-28.3665828704834,-0.45000001788139343,8.449999809265137
-28.3665828704834,-0.45000001788139343,8.550000190734863
-28.3665828704834,-0.45000001788139343,8.65000057220459
-28.3665828704834,-0.45000001788139343,8.75
-28.325037002563477,-0.3499999940395355,8.283242225646973
-28.35832977294922,-0.3499999940395355,8.350000381469727
-28.3665828704834,-0.3499999940395355,8.449999809265137
-28.3665828704834,-0.3499999940395355,8.550000190734863
-28.3665828704834,-0.3499999940395355,8.65000057220459
-28.3665828704834,-0.3499999940395355,8.75
-28.325037002563477,-0.25,8.283242225646973
-28.35832977294922,-0.25,8.350000381469727
-28.3665828704834,-0.25,8.449999809265137
-28.3665828704834,-0.25,8.550000190734863
-28.3665828704834,-0.25,8.65000057220459
-28.3665828704834,-0.25,8.75
-28.325037002563477,-0.15000000596046448,8.283242225646973
-28.35832977294922,-0.15000000596046448,8.350000381469727
-28.3665828704834,-0.15000000596046448,8.449999809265137
-28.3665828704834,-0.15000000596046448,8.550000190734863
-28.3665828704834,-0.15000000596046448,8.65000057220459
-28.3665828704834,-0.15000000596046448,8.75
-28.325037002563477,-0.05000000074505806,8.283242225646973
-28.35832977294922,-0.05000000074505806,8.350000381469727
-28.3665828704834,-0.05000000074505806,8.449999809265137
-28.3665828704834,-0.05000000074505806,8.550000190734863
-28.3665828704834,-0.05000000074505806,8.65000057220459
-28.3665828704834,-0.05000000074505806,8.75
-28.25,-0.75,8.266485214233398
-28.25,-0.6500000357627869,8.266485214233398
-28.25,-0.550000011920929,8.266485214233398
-28.25,-0.45000001788139343,8.266485214233398
-28.25,-0.3499999940395355,8.266485214233398
-28.25,-0.25,8.266485214233398
-28.25,-0.15000000596046448,8.266485214233398
-28.25,-0.05000000074505806,8.266485214233398
-28.149999618530273,-0.75,8.266485214233398
-28.149999618530273,-0.6500000357627869,8.266485214233398
-28.149999618530273,-0.550000011920929,8.266485214233398
-28.149999618530273,-0.45000001788139343,8.266485214233398
-28.149999618530273,-0.3499999940395355,8.266485214233398
-28.149999618530273,-0.25,8.266485214233398
-28.149999618530273,-0.15000000596046448,8.266485214233398
-28.149999618530273,-0.05000000074505806,8.266485214233398
-28.05000114440918,-0.75,8.266485214233398
-28.05000114440918,-0.6500000357627869,8.266485214233398
-28.05000114440918,-0.550000011920929,8.266485214233398
-28.05000114440918,-0.45000001788139343,8.266485214233398
-28.05000114440918,-0.3499999940395355,8.266485214233398
-28.05000114440918,-0.25,8.266485214233398
-28.05000114440918,-0.15000000596046448,8.266485214233398
-28.05000114440918,-0.05000000074505806,8.266485214233398
-28.3665828704834,-0.75,8.850000381469727
-28.3665828704834,-0.75,8.949999809265137
-28.3665828704834,-0.75,9.050000190734863
-28.3665828704834,-0.75,9.15000057220459
-28.3665828704834,-0.6500000357627869,8.850000381469727
-28.3665828704834,-0.6500000357627869,8.949999809265137
-28.3665828704834,-0.6500000357627869,9.050000190734863
-28.3665828704834,-0.6500000357627869,9.15000057220459
-28.3665828704834,-0.550000011920929,8.850000381469727
-28.3665828704834,-0.550000011920929,8.949999809265137
-28.3665828704834,-0.550000011920929,9.050000190734863
-28.3665828704834,-0.550000011920929,9.15000057220459
-28.3665828704834,-0.45000001788139343,8.850000381469727
-28.3665828704834,-0.45000001788139343,8.949999809265137
-28.3665828704834,-0.45000001788139343,9.050000190734863
-28.3665828704834,-0.45000001788139343,9.15000057220459
-28.3665828704834,-0.3499999940395355,8.850000381469727
-28.3665828704834,-0.3499999940395355,8.949999809265137
-28.3665828704834,-0.3499999940395355,9.050000190734863
-28.3665828704834,-0.3499999940395355,9.15000057220459
-28.3665828704834,-0.25,8.850000381469727
-28.3665828704834,-0.25,8.949999809265137
-28.3665828704834,-0.25,9.050000190734863
-28.3665828704834,-0.25,9.15000057220459
-28.3665828704834,-0.15000000596046448,8.850000381469727
-28.3665828704834,-0.15000000596046448,8.949999809265137
-28.3665828704834,-0.15000000596046448,9.050000190734863
-28.3665828704834,-0.15000000596046448,9.15000057220459
-28.3665828704834,-0.05000000074505806,8.850000381469727
-28.3665828704834,-0.05000000074505806,8.949999809265137
-28.3665828704834,-0.05000000074505806,9.050000190734863
-28.3665828704834,-0.05000000074505806,9.15000057220459
-27.950000762939453,-1.0000001192092896,8.300000190734863
-27.950000762939453,-1.0000001192092896,8.350000381469727
-27.950000762939453,-1.0000001192092896,8.449999809265137
-27.950000762939453,-1.0000001192092896,8.550000190734863
-27.950000762939453,-1.0000001192092896,8.65000057220459
-27.950000762939453,-1.0000001192092896,8.75
-27.950000762939453,-0.949999988079071,8.283242225646973
-27.950000762939453,-0.8500000238418579,8.266485214233398
-27.850000381469727,-1.0000001192092896,8.300000190734863
-27.850000381469727,-1.0000001192092896,8.350000381469727
-27.850000381469727,-1.0000001192092896,8.449999809265137
-27.850000381469727,-1.0000001192092896,8.550000190734863
-27.850000381469727,-1.0000001192092896,8.65000057220459
-27.850000381469727,-1.0000001192092896,8.75
-27.850000381469727,-0.949999988079071,8.283242225646973
-27.850000381469727,-0.8500000238418579,8.266485214233398
-27.75,-1.0000001192092896,8.300000190734863
-27.75,-1.0000001192092896,8.350000381469727
-27.75,-1.0000001192092896,8.449999809265137
-27.75,-1.0000001192092896,8.550000190734863
-27.75,-1.0000001192092896,8.65000057220459
-27.75,-1.0000001192092896,8.75
-27.75,-0.949999988079071,8.283242225646973
-27.75,-0.8500000238418579,8.266485214233398
-27.649999618530273,-1.0000001192092896,8.300000190734863
-27.649999618530273,-1.0000001192092896,8.350000381469727
-27.649999618530273,-1.0000001192092896,8.449999809265137
-27.649999618530273,-1.0000001192092896,8.550000190734863
-27.649999618530273,-1.0000001192092896,8.65000057220459
-27.649999618530273,-1.0000001192092896,8.75
-27.649999618530273,-0.949999988079071,8.283242225646973
-27.649999618530273,-0.8500000238418579,8.266485214233398
-27.55000114440918,-1.0000001192092896,8.300000190734863
-27.55000114440918,-1.0000001192092896,8.350000381469727
-27.55000114440918,-1.0000001192092896,8.449999809265137
-27.55000114440918,-1.0000001192092896,8.550000190734863
-27.55000114440918,-1.0000001192092896,8.65000057220459
-27.55000114440918,-1.0000001192092896,8.75
